racerId,driverId,predicted_final_position
1043,842,7.85
1033,830,15.88
1087,20,6.07
1098,825,16.89
1015,1,13.3
1033,8,4.14
1109,846,7.75
1035,830,13.57
1031,822,18.06
1098,822,24.44
1038,20,6.91
1082,842,12.85
1086,839,17.03
1019,8,2.54
1078,815,17.19
1083,4,16.2
1082,1,14.97
1080,840,13.46
1031,830,16.14
1067,832,17.52
1024,840,12.92
1083,20,6.24
1058,4,15.65
1020,20,4.36
1007,4,15.74
1013,830,14.55
1109,1,15.36
1019,842,4.7
1079,844,12.48
1053,844,9.34
1033,8,5.96
1105,4,17.03
1029,154,12.43
1091,4,9.93
1094,844,10.44
1008,844,10.25
1089,840,15.92
1064,817,4.87
1020,826,15.24
1030,154,13.0
1100,839,19.61
1072,8,3.28
1088,1,16.26
1065,840,13.84
1072,8,3.28
1022,1,14.84
1012,815,12.2
1011,822,20.77
1035,20,9.04
1077,830,12.73
1054,844,12.76
1053,841,29.28
1080,815,16.61
1089,817,5.44
1073,846,8.99
1061,20,6.79
1002,807,18.26
1110,832,18.85
1000,825,16.46
1045,817,5.46
1004,1,12.07
1011,841,30.24
1087,855,16.84
1012,8,2.47
1018,807,16.97
1041,1,14.44
1087,825,17.72
1036,842,12.27
1036,817,5.01
1051,840,13.95
1028,825,16.98
1039,815,15.19
1061,8,2.75
1020,817,5.2
1026,840,15.76
1045,20,6.76
1095,822,20.38
1024,844,9.79
1006,4,16.11
1035,1,15.0
1052,847,21.6
1085,847,17.02
1088,4,20.28
1078,846,5.98
1000,844,15.49
1087,842,7.54
1101,847,22.17
1106,815,13.71
1063,839,17.25
1051,1,14.23
1061,4,12.83
1070,822,20.87
1035,822,18.44
1039,1,13.38
1017,847,19.97
1092,825,14.1
1095,4,15.88
998,1,15.17
1096,1,10.54
1108,4,16.88
1060,20,6.46
1047,20,7.0
1003,8,4.3
1002,822,17.16
1025,830,15.76
1095,852,26.16
1074,807,15.44
1072,4,16.44
1075,807,16.24
1073,4,16.54
1072,832,17.54
997,822,19.84
1005,1,14.74
1002,4,16.31
1041,822,20.2
1096,844,9.54
1081,854,19.77
1011,842,11.04
1041,20,6.59
1069,846,5.81
1047,840,12.97
1037,844,14.73
1035,807,15.01
1020,8,4.35
1056,8,2.29
1038,8,2.45
1005,20,5.39
1055,840,17.15
998,817,4.61
1066,840,12.6
1025,8,2.3
1014,807,14.71
1045,8,6.72
1025,20,6.94
1061,822,16.93
1067,839,19.23
1093,20,6.07
1033,832,18.29
1023,830,19.41
1040,20,1.83
1101,1,14.88
1004,807,16.36
1038,1,14.19
1029,830,15.53
1008,839,20.24
1053,4,16.66
1056,840,16.86
1005,20,5.39
1079,1,16.47
1026,825,16.58
1064,832,18.87
1107,846,6.66
1085,830,11.32
1105,807,16.93
1034,20,5.9
1072,844,9.3
1038,840,13.48
1078,4,16.35
1054,817,5.23
1044,839,17.08
1023,822,16.43
1025,807,14.26
1015,844,16.12
1010,1,15.81
1020,815,13.67
1055,844,8.91
1010,815,14.16
1034,840,12.73
1003,840,15.62
1074,846,6.24
1012,844,8.65
1054,842,11.95
1008,4,16.3
1086,20,5.63
1080,815,16.61
1011,847,21.23
1059,842,9.86
1052,822,20.47
1058,822,17.18
1075,4,11.87
1035,807,15.01
1060,4,16.87
1026,842,11.84
1022,1,14.84
1066,832,16.42
1038,826,15.66
1100,807,15.59
1047,1,15.35
1029,832,18.97
1107,848,16.11
1044,849,3.6
1021,832,18.54
1109,822,21.38
1012,822,20.49
1043,20,9.26
1077,20,5.9
1074,817,5.29
1020,846,6.29
1004,4,16.98
1088,822,19.94
1002,4,16.03
1013,154,13.45
1077,822,21.95
1042,1,14.19
1019,847,19.8
1027,807,15.44
1056,839,21.8
1009,20,7.17
1002,20,7.06
1056,839,21.8
1058,822,17.18
1012,822,20.49
1004,822,16.43
1060,8,6.68
1099,1,16.25
1018,840,16.09
1052,8,3.82
1076,4,16.54
1089,849,2.27
1032,842,11.21
1085,817,4.95
1020,840,13.88
1039,8,5.76
1038,849,2.28
999,830,16.33
1051,822,20.96
1043,839,19.05
1043,846,5.86
1014,826,15.98
1027,815,13.95
1010,807,17.69
1085,840,14.7
1062,832,17.81
1069,847,19.67
1003,817,5.45
1038,815,12.89
1016,817,5.62
1039,841,28.95
1010,832,23.57
1091,20,5.98
1051,844,14.35
1000,838,5.61
1064,815,13.92
1038,8,5.52
1038,825,17.31
1051,817,8.3
1038,822,17.35
1064,830,15.39
1091,839,18.04
1056,4,16.66
1064,852,15.79
1059,20,5.93
1064,817,4.87
1016,815,13.31
1028,154,13.0
1018,154,13.06
1072,8,3.28
1100,846,6.07
1025,154,11.96
1099,847,16.34
1109,844,8.98
1061,8,2.75
1013,1,12.87
1021,842,10.7
1078,822,19.1
1082,852,16.26
1051,842,7.59
1081,830,11.65
997,822,19.84
1022,825,16.42
999,1,17.76
999,154,13.38
1038,842,9.41
1058,832,21.34
1002,4,14.83
1041,807,16.61
1107,815,12.02
1105,807,16.93
1004,8,6.61
1105,839,17.18
1005,8,7.33
1031,817,5.34
1014,20,5.57
1045,154,13.4
1040,839,16.38
1041,844,8.55
1054,4,17.09
1025,847,19.16
1029,815,14.69
1030,830,17.07
1066,840,12.6
1076,840,14.91
1038,844,15.72
1022,822,16.21
1083,815,16.53
1022,841,26.19
1065,839,19.28
1091,20,6.75
1021,826,17.43
1070,1,16.25
1002,822,17.16
1033,839,20.41
1060,20,6.46
1058,8,2.29
1034,830,15.68
1099,4,15.69
1092,842,13.86
1073,4,16.54
1008,8,4.26
1107,815,12.02
1045,154,13.4
1021,154,12.46
1043,840,14.12
1007,154,12.99
1063,830,14.88
1028,20,7.17
1011,815,12.84
1035,817,4.99
1015,822,17.28
1058,846,7.67
1022,1,14.84
1063,1,14.39
1043,830,16.66
1036,20,4.57
1039,1,13.38
1042,815,15.83
1032,846,5.2
1059,846,5.14
1034,846,6.04
1082,842,12.85
1020,832,17.73
1042,847,21.03
1073,815,14.15
1080,817,5.52
1083,817,5.72
1063,842,7.61
1044,20,4.37
1064,4,16.9
1021,830,17.29
998,815,14.24
1004,8,5.83
1036,842,12.27
1001,20,6.84
1014,1,13.22
1076,842,11.91
1040,840,16.19
1000,817,9.97
1042,817,4.92
1007,843,15.63
1005,840,14.91
1042,1,14.19
1039,817,4.45
1087,822,20.99
1098,1,16.53
1043,8,2.35
1007,8,3.63
1033,822,20.35
1093,20,6.07
1002,20,7.06
1040,1,16.54
1081,4,16.96
1041,830,17.1
1064,20,6.85
1110,842,12.09
1032,1,13.64
1091,822,20.62
1001,822,20.34
1000,1,14.37
1022,9,25.77
1058,830,13.8
1070,1,16.25
1106,830,13.03
1102,830,11.26
1089,20,7.01
999,20,6.75
1039,815,15.19
998,817,10.05
1019,815,14.23
1030,844,9.34
1062,846,6.07
1107,825,11.31
1041,20,6.59
1018,8,2.25
1062,20,6.47
1009,8,3.48
1000,817,4.37
1064,4,16.9
998,4,16.39
1079,830,12.85
1045,844,15.48
1054,840,16.08
1075,840,16.85
1096,4,15.56
1072,822,17.42
1057,1,15.33
1023,20,6.8
1011,1,13.16
1058,20,9.0
1062,815,14.13
1056,20,4.1
1059,832,17.22
1034,1,13.11
1022,817,4.98
1074,854,19.31
1037,8,2.82
1104,825,17.16
1008,1,14.66
1040,815,16.99
1006,20,5.69
1058,20,1.56
1028,807,15.85
998,20,6.51
1006,817,6.12
1101,832,17.76
1037,841,28.9
999,1,17.76
1095,817,6.1
1091,1,14.41
1105,4,17.03
1057,830,14.36
1062,4,15.5
1055,1,13.28
1078,832,15.29
1022,815,14.53
1044,20,4.37
1079,20,6.88
1059,815,16.6
1001,4,16.6
1084,825,15.84
1070,815,16.92
1039,817,4.45
1055,4,16.64
1008,828,4.54
1024,154,13.15
1000,20,4.71
1009,822,17.12
999,1,17.61
1076,817,4.02
1013,822,17.39
1012,815,12.2
1100,839,19.61
1024,807,14.32
1105,830,12.87
1030,1,15.8
1066,20,9.29
1006,4,15.77
1034,8,3.47
1091,847,44.37
1070,4,16.94
1041,825,14.68
1094,1,16.19
1041,1,14.44
1046,840,13.78
1062,20,11.84
1065,1,16.05
1037,825,15.99
1078,1,15.43
1020,8,3.03
1078,848,16.53
1076,1,15.03
1027,20,6.04
1025,807,14.26
1038,842,9.41
1027,20,6.04
1013,826,14.42
1083,848,17.47
1041,20,6.59
1091,840,13.23
1044,832,17.38
1002,830,16.86
1065,852,25.28
1030,825,16.23
1102,847,15.79
1027,844,9.4
1106,807,15.63
1021,154,12.46
1067,1,16.53
1083,815,16.53
1016,840,15.36
1080,4,13.17
1010,826,17.42
1009,8,3.48
1000,807,16.87
1026,817,5.6
1092,20,6.01
1108,842,12.4
1010,840,16.45
1093,840,12.86
1069,844,9.42
1094,830,13.11
1079,846,5.97
1102,4,16.01
1051,8,2.74
1059,815,16.6
1110,832,18.85
1072,815,15.9
1064,817,4.87
1014,815,13.12
1018,832,20.14
1073,846,8.99
1033,844,14.33
1102,807,16.16
1024,825,13.17
1024,825,13.17
1042,841,26.14
1030,1,14.46
1043,844,10.75
1089,822,20.21
1069,4,16.58
1030,807,15.19
1042,822,16.59
1108,857,17.5
1106,822,23.17
1007,4,15.84
999,4,16.45
1026,807,16.43
1020,20,4.88
1062,832,17.81
1092,849,3.29
1030,848,12.32
1021,826,17.43
997,1,15.13
1021,841,26.07
1105,1,15.45
1003,822,16.63
1086,832,16.61
1019,817,3.59
1098,1,16.53
1013,154,13.45
1055,844,8.91
1039,8,2.89
1055,20,13.69
1060,20,6.46
1108,1,15.72
1104,842,10.28
1051,20,5.67
1017,830,14.72
1002,844,15.82
1031,815,15.78
1088,854,15.27
1030,815,13.27
1095,830,12.59
1079,1,16.47
1002,832,19.37
1032,846,5.2
1096,817,5.7
1085,844,13.43
1026,830,18.16
1106,842,12.34
1017,848,17.21
1045,8,2.93
1024,826,14.36
1104,822,22.68
1017,844,9.27
1005,8,7.33
1102,807,16.16
1055,4,16.64
1043,822,16.53
1032,815,11.41
1038,825,17.31
1052,822,20.47
1057,4,17.69
1052,1,13.81
1080,846,6.41
1047,830,15.21
1084,840,16.46
1041,842,11.71
1080,815,16.61
1017,817,5.01
999,20,13.19
1021,154,17.19
1069,822,19.09
1035,1,15.0
1006,8,6.14
997,844,16.0
998,815,14.24
1081,20,4.75
1046,841,25.78
1011,822,20.77
1085,832,18.03
1092,815,16.48
1105,1,15.45
1073,1,15.58
1042,830,15.7
1081,849,2.26
1007,807,15.54
1101,832,17.76
1003,832,18.81
1059,840,15.81
1093,1,15.98
1106,1,14.35
1024,844,9.79
1005,8,7.33
1024,8,4.49
1070,822,20.87
1054,8,2.67
1092,817,6.04
1014,826,15.98
1011,826,17.05
1081,822,22.38
1041,841,26.05
1000,839,20.61
1061,20,6.79
1093,832,14.27
1047,840,12.97
1052,8,3.82
1043,20,9.26
1100,825,17.85
1087,4,16.04
1000,815,13.85
1033,817,5.23
1026,830,18.16
1067,815,15.46
1007,8,6.43
1046,842,12.7
1005,817,3.81
1067,1,16.53
1078,825,18.54
1033,830,15.88
1042,8,2.18
1013,846,6.26
1020,1,14.37
1026,1,11.81
1079,815,16.71
1000,20,14.43
1065,844,9.58
1053,822,21.86
1096,20,5.66
1042,815,15.83
1031,848,11.23
1104,852,16.31
1095,822,20.38
1062,8,2.19
1055,8,2.9
1047,825,16.86
1037,815,13.83
1003,840,15.62
1058,20,9.0
1083,1,13.13
1034,20,5.9
1002,8,6.47
1086,822,21.4
1092,4,15.64
1026,20,6.28
1051,8,7.09
1000,830,16.26
1008,838,6.18
998,825,12.92
1046,20,9.34
1040,154,13.5
1106,840,14.39
1015,9,26.8
1029,9,24.45
1070,822,20.87
1074,4,16.55
1010,832,23.57
1021,20,4.64
1034,1,13.11
1075,854,37.46
1035,8,4.49
1003,825,16.09
1000,822,17.63
1079,4,20.92
1015,20,4.37
1081,815,16.12
1000,4,17.5
1016,1,13.07
1026,832,17.64
1074,842,11.95
1106,830,13.03
1035,822,18.44
1043,847,19.05
1101,830,12.19
1052,830,16.36
1035,20,9.04
1036,842,12.27
1075,839,14.43
1084,817,5.04
1054,4,17.09
1060,4,16.87
1056,817,7.19
1002,838,7.3
1100,839,19.61
1012,815,12.2
1073,8,2.93
1091,846,6.95
1039,822,15.88
1093,4,16.67
1000,839,20.61
1107,4,16.42
1015,154,13.67
1066,852,15.28
1085,4,16.05
1056,815,13.46
1040,822,14.42
1011,8,1.73
1070,817,7.64
1040,20,6.91
1106,4,13.95
1016,832,21.57
1079,822,16.93
1107,839,20.67
1041,849,2.07
1035,20,9.04
1056,842,9.87
1102,4,14.74
1033,826,17.71
1102,847,15.79
1008,830,17.76
1016,1,13.07
1046,826,12.95
1079,822,16.93
1066,841,25.88
1008,844,10.25
1000,4,18.88
1063,839,17.25
1107,839,20.67
1045,8,2.93
1104,815,13.42
1053,1,15.31
1081,822,22.38
1089,817,5.44
1062,20,6.47
1089,822,20.21
1058,839,20.66
1074,817,5.29
1055,842,12.43
1017,807,17.31
1075,822,22.2
1094,846,6.37
1075,1,19.48
1003,8,3.83
1008,822,18.0
1085,4,12.82
1006,20,14.32
1002,807,18.26
1072,840,12.65
1108,1,15.72
1074,830,11.97
1075,830,11.17
1021,830,17.29
1032,842,11.21
1045,154,13.4
1006,4,17.19
1089,817,5.44
1016,807,16.62
1079,4,16.23
1019,825,16.84
1075,842,10.81
1101,844,9.04
1022,822,16.21
1016,826,17.26
1108,847,16.6
1047,815,13.7
1075,847,18.69
1105,840,12.7
1082,4,13.51
1039,840,14.46
1008,20,7.05
1108,807,16.27
1051,817,8.3
1023,8,4.07
1017,830,14.72
1035,825,17.38
1054,839,15.69
1087,20,6.07
1014,822,18.5
1074,822,21.22
1070,846,6.57
1021,822,19.55
1043,840,14.12
1056,832,16.72
1013,807,17.68
1081,822,22.38
1069,8,2.39
1037,848,12.35
1070,815,16.92
1044,846,6.17
1094,1,16.24
1015,815,12.55
1021,8,3.86
1006,20,5.69
1109,839,19.15
1035,847,21.2
1091,842,10.77
1095,846,6.74
1085,1,16.2
1092,839,16.11
1062,1,16.32
1084,847,16.75
1005,4,17.42
1063,4,12.01
1019,154,13.48
1070,1,16.25
1015,844,16.12
1003,4,18.41
1066,822,18.91
1074,1,15.44
1060,847,18.3
1032,830,14.99
1025,822,16.81
1059,1,14.72
1108,807,16.27
1011,832,18.15
998,1,15.17
1041,839,18.59
1093,848,13.99
1086,4,13.73
998,4,16.14
1102,807,16.16
1051,20,5.67
1004,830,19.26
1074,832,17.04
1001,154,12.2
1033,20,4.6
1030,9,26.07
1055,815,12.06
1078,815,17.19
1062,20,3.5
1078,830,11.67
1036,8,4.45
1045,830,17.2
1082,4,13.63
1059,840,15.81
1064,4,20.48
1093,1,11.13
1046,842,12.7
999,817,8.46
1046,822,20.08
1075,832,15.61
1075,842,10.81
1014,1,13.16
1066,839,18.08
1101,1,13.98
1036,815,17.09
997,844,16.0
1077,20,5.9
1040,830,16.47
1089,815,10.95
1001,822,20.34
1016,9,25.86
1101,807,17.81
1064,832,18.87
1095,825,16.33
1072,8,3.28
1009,807,16.52
1041,841,26.05
1101,832,17.76
1034,8,4.49
1018,20,15.71
1029,1,15.73
1015,841,26.89
1009,815,13.44
1039,817,4.45
1041,822,20.2
1026,154,11.98
1055,20,6.81
1026,8,3.18
1062,822,19.79
1041,807,16.61
1023,807,14.53
1105,822,22.42
1056,846,5.96
1060,8,2.76
1109,832,19.95
1004,817,3.79
1040,839,16.38
1087,832,15.34
1011,841,30.24
1037,832,14.74
1019,817,3.59
1066,8,2.55
1006,825,16.76
1088,854,15.27
1040,839,16.38
1098,832,16.25
1052,1,13.81
1096,815,16.02
1108,840,14.47
1004,830,19.26
1013,846,6.26
1037,8,4.82
1023,840,15.52
1054,1,13.74
1074,807,15.44
1038,815,12.89
1071,4,16.94
1085,20,7.03
1009,832,17.77
1024,842,12.14
1109,840,15.44
1102,815,15.48
1070,839,20.93
1021,847,20.09
1026,847,18.47
1014,825,14.73
1079,1,16.47
1101,807,17.81
1073,8,2.93
1047,826,15.82
1014,20,5.57
1071,8,4.54
1041,849,2.07
1026,830,18.16
1079,822,16.93
1099,839,16.74
1052,832,17.93
1077,840,16.71
1076,20,7.07
1029,817,5.64
1044,8,2.76
1025,807,14.26
998,807,16.21
1094,844,10.44
1033,825,12.5
1033,1,13.79
1018,815,14.06
1083,20,6.24
1063,832,19.34
1024,841,28.33
1061,822,16.93
1002,8,6.47
1058,841,26.91
1032,830,14.99
1071,8,4.54
1064,817,4.87
1094,20,7.19
1069,849,2.47
1109,846,7.75
1004,815,14.3
1094,846,6.37
1006,840,15.38
1022,842,12.76
1088,4,17.15
1000,807,16.87
1047,848,12.78
1061,815,13.39
1010,842,12.54
1062,4,17.41
1102,822,24.63
1053,842,7.87
1091,825,12.78
1093,822,20.17
1082,832,16.28
1069,822,19.09
1006,832,16.89
1074,839,19.59
1110,815,15.42
1088,840,13.07
1094,4,16.0
1073,822,17.89
1078,839,21.75
1026,9,40.71
1031,154,13.44
1037,1,12.56
1013,842,7.21
1067,8,4.52
1036,832,17.43
1064,4,16.9
1020,844,15.07
1032,842,11.21
1027,817,6.0
1027,830,17.27
1008,154,11.36
1096,815,16.02
1022,822,16.21
1023,817,4.54
1098,807,17.71
1086,20,5.63
1108,842,12.4
1044,817,4.98
1109,1,15.49
1010,832,23.57
1007,815,14.16
1029,815,14.69
1081,817,5.23
1077,817,5.03
1063,4,13.46
1043,822,16.53
1022,807,16.15
1036,832,17.43
1038,8,4.76
1055,8,2.9
1056,1,17.68
1012,842,7.24
1007,1,15.72
1009,815,16.61
1030,20,10.81
1010,825,13.43
1081,840,15.81
1052,822,20.47
1060,815,14.06
1000,1,14.4
1042,849,2.21
1034,822,21.63
1029,815,14.69
1106,1,14.35
1073,817,7.79
1041,817,4.82
1080,20,5.57
1073,847,19.95
1040,832,13.9
1057,1,15.33
1101,807,17.81
1043,8,2.35
1005,154,12.3
1080,832,16.39
1072,830,16.52
1035,1,15.0
1009,828,6.26
1020,807,16.78
1053,4,15.25
1023,9,25.92
1003,807,16.05
1040,832,13.9
1065,839,19.28
1034,825,18.32
1013,848,17.76
1001,822,20.34
1096,840,13.75
1086,840,15.55
1040,846,6.0
1023,8,5.56
1026,830,18.16
1054,817,5.23
1080,817,5.52
1015,9,26.8
1063,830,14.88
1086,1,17.66
1001,1,14.8
1045,8,2.93
1010,844,8.98
1105,857,23.92
1024,154,13.15
1020,825,14.26
1093,20,6.07
1037,846,5.07
1100,825,17.85
1105,844,13.48
1033,825,12.5
1030,20,6.39
1059,817,3.53
1011,826,17.05
1086,842,5.02
1044,815,16.44
999,825,11.94
1102,852,16.29
1082,1,14.97
1013,840,14.63
997,822,19.84
1087,817,5.06
1004,830,19.26
1000,817,4.37
1054,847,22.15
1087,846,8.26
1005,817,4.51
999,825,11.94
1022,846,5.85
1030,826,16.0
997,822,19.84
1091,1,14.41
1006,8,6.14
1098,1,16.53
1060,832,19.95
1098,852,16.02
1039,822,15.88
1012,807,17.54
999,8,5.76
1019,1,14.47
1082,20,1.99
1033,8,2.86
1019,842,4.7
1027,20,6.05
1004,807,16.36
1037,817,4.75
1006,807,15.48
1009,817,6.98
1060,830,13.85
1096,20,5.66
1023,846,6.13
1104,1,14.49
1059,4,17.13
1031,839,20.42
1022,815,14.53
1106,832,20.67
1091,815,16.03
1004,20,6.23
1025,817,5.24
1018,830,13.8
1069,817,6.37
1071,4,19.37
1109,822,21.38
1069,4,16.59
998,807,15.56
1030,807,15.19
1030,20,7.94
1000,840,15.5
1096,842,13.42
1002,807,17.96
1088,822,19.94
1076,830,12.03
1075,832,15.61
1089,4,10.46
1008,815,17.39
1012,807,17.54
1109,807,17.01
1071,20,6.73
1029,822,20.15
1069,844,9.42
1029,832,18.97
1109,840,15.44
1011,832,18.15
1062,8,2.19
1079,815,16.71
1086,1,16.46
1057,817,5.63
1017,822,16.16
1076,20,7.07
1069,20,6.0
1096,848,17.95
1066,8,4.25
1059,8,2.3
1019,842,4.7
1006,817,6.12
1053,817,4.9
1072,815,15.9
1108,1,15.72
1038,848,14.91
1022,842,12.76
1075,842,10.81
1017,1,12.98
1011,817,5.19
1032,849,2.21
1058,1,15.29
1073,839,17.26
1045,830,17.2
1076,830,12.03
1087,832,15.34
1101,842,12.48
1063,822,21.98
1024,8,2.7
1012,815,12.2
1028,847,18.82
1023,844,9.38
1063,841,26.49
1045,8,5.47
1077,1,21.05
1047,20,7.0
1096,20,5.66
1027,817,6.0
1072,8,7.16
1018,20,4.93
1088,842,12.82
1069,822,19.09
1083,832,14.61
1024,20,6.2
1040,1,14.87
1021,844,8.67
1071,815,17.15
1080,822,21.88
1110,846,5.32
1010,9,30.29
1014,20,5.57
1008,830,17.76
1051,1,14.23
1008,4,16.39
1016,8,2.86
1055,840,17.15
1028,822,14.71
1077,817,5.03
1042,841,26.14
1017,832,16.38
1071,8,4.54
1093,832,14.27
1042,1,14.19
1033,154,14.03
1038,844,15.72
1059,844,14.43
1027,1,14.81
1038,839,19.7
1015,154,13.67
1088,822,19.94
1022,822,16.21
1034,807,18.05
1094,817,5.27
1001,817,5.0
1005,832,17.81
1011,815,12.84
1015,154,13.67
1032,832,17.61
1024,840,12.92
1107,815,12.02
1086,847,16.58
1040,846,6.0
1098,839,17.06
1100,815,15.9
1039,842,13.62
1081,4,16.96
1000,825,16.46
1078,4,16.35
1081,4,16.96
1019,815,14.23
1089,844,9.73
1024,847,19.9
1033,822,20.35
1051,1,14.57
1009,840,16.23
1057,832,16.8
1020,822,20.49
1104,844,9.07
1043,822,16.53
1066,847,16.77
1004,838,5.76
1102,1,20.12
1016,830,16.81
1009,840,16.23
1107,830,12.95
1061,20,6.79
1010,844,8.99
1051,1,14.23
1022,1,14.84
1110,822,21.22
1000,844,15.49
1099,830,11.67
1020,825,14.26
1007,154,12.99
1021,847,20.09
1009,20,5.84
1036,844,15.21
1077,822,21.95
1078,20,6.86
1009,20,5.84
1082,20,3.25
1085,839,19.96
1051,20,5.67
1059,815,16.6
1043,830,16.66
1014,807,14.58
1002,839,17.14
998,807,16.21
1018,20,4.87
1086,825,17.7
1030,830,17.07
1085,822,22.25
1083,4,16.2
1085,849,2.22
1098,855,18.2
1033,847,21.93
1031,817,5.34
1044,830,16.38
1019,844,9.27
1072,841,26.95
1044,8,2.76
1038,842,9.41
1104,4,16.27
1043,849,2.08
1054,839,15.69
1008,1,14.64
1015,830,14.46
1093,844,13.47
1107,4,16.42
1052,4,19.84
1005,832,17.81
1087,4,16.04
1042,815,15.83
1045,846,5.84
1077,1,21.05
1071,4,16.94
1064,817,4.87
1034,8,2.3
1041,848,12.32
1067,822,14.46
1021,846,5.77
1095,815,12.42
1100,847,20.94
1056,830,13.34
1014,1,13.17
1005,4,16.85
1066,846,7.59
1044,822,21.89
1016,154,13.68
1003,830,16.83
1032,832,17.61
1026,826,16.06
1026,844,12.13
1089,1,17.16
1089,839,18.21
1067,8,5.3
1009,822,17.12
1037,830,13.55
1101,844,9.04
1109,4,16.45
1005,4,16.85
1016,817,5.62
1072,839,15.83
1003,815,18.51
1010,822,17.67
1069,830,15.21
1008,825,13.94
1066,815,13.83
1028,830,15.74
1106,825,17.07
1011,841,30.24
1045,846,5.84
1040,849,2.08
998,4,17.32
1075,848,17.67
1088,832,18.36
1075,847,18.69
1016,154,13.68
1061,832,18.68
1029,844,16.03
1079,817,6.5
1067,844,9.3
1055,832,15.93
1041,8,2.73
1024,817,5.46
998,830,17.33
1012,20,9.11
1003,815,16.05
1014,825,14.73
1054,20,6.72
1095,1,16.25
1016,815,13.31
1051,832,17.43
1047,8,3.18
999,4,16.45
1076,842,11.91
1004,832,17.33
1047,840,12.97
1016,815,13.31
1065,847,18.98
1012,8,4.07
1041,20,6.59
1006,4,16.09
1054,8,4.86
1047,841,24.64
1062,815,14.13
1029,847,18.68
1083,844,9.45
1085,825,16.54
1061,839,16.04
1087,4,14.6
1025,807,14.26
1025,817,5.24
1083,825,14.17
1087,817,5.06
1006,844,14.77
1101,1,14.88
1083,1,15.21
1041,825,14.68
1017,844,9.27
999,822,16.63
1045,822,19.78
1013,815,16.8
1028,807,15.85
1108,839,18.7
1000,822,17.63
1060,817,4.43
1089,825,16.32
1004,20,13.17
1074,844,9.03
1001,830,15.76
1028,807,15.85
1020,846,6.29
1007,1,15.72
1053,847,22.84
1043,822,16.53
1092,822,19.54
1028,822,14.71
1046,822,20.08
1043,830,16.66
1024,832,18.09
1055,839,15.64
1054,4,17.19
1075,839,14.43
1011,1,13.16
1029,844,16.03
1037,20,7.08
1012,20,5.01
1044,846,6.17
1038,815,12.89
1030,20,6.39
1009,832,17.77
1002,807,17.96
1080,832,16.39
1035,8,2.86
1062,830,15.92
1034,817,3.11
1021,822,19.55
1029,825,12.76
1014,9,28.38
1063,20,6.13
1106,4,14.02
1108,832,17.93
1030,8,2.74
1070,20,12.81
1105,840,12.7
1013,8,3.68
1061,8,5.34
1107,847,21.49
1110,1,14.11
1037,844,14.73
1046,832,17.13
1014,830,14.56
1056,8,3.78
1026,807,16.43
1004,817,3.79
1106,807,15.63
1038,8,5.09
1055,1,13.28
1052,1,13.81
1062,4,15.34
1109,839,19.15
1075,815,15.6
1056,844,12.35
1052,841,29.68
1109,817,5.18
1051,840,13.95
1005,842,11.81
1099,815,15.52
1042,840,16.27
1015,20,4.37
1040,825,16.15
1057,20,5.24
1023,826,17.31
1019,20,6.72
1077,830,12.73
1007,4,15.74
1052,4,16.33
997,1,18.13
1102,825,12.95
1084,839,17.09
1066,8,4.27
1054,847,22.15
1030,1,14.46
1019,8,4.91
1054,841,30.33
1095,825,16.33
1017,817,5.01
1018,8,2.25
1033,848,15.91
1081,854,19.77
1071,846,6.8
1084,825,15.84
1057,4,17.69
1077,839,20.1
1002,20,7.06
1023,8,4.07
1037,826,16.47
1069,8,6.78
1028,847,18.82
1078,822,19.1
1093,822,20.17
1021,832,18.54
1020,20,16.36
1066,815,13.83
1066,830,19.39
1057,8,3.02
1003,822,16.63
1042,1,14.19
1011,154,13.23
1065,20,9.14
1074,1,15.44
1056,822,20.1
1057,4,17.69
1087,817,5.06
1061,832,18.68
1028,842,12.33
1070,8,2.92
1081,1,14.13
1020,832,17.73
1093,848,13.99
1046,8,2.32
1041,826,15.81
1060,8,2.76
1000,1,14.4
1093,1,15.98
999,8,5.44
1054,4,17.09
1040,842,12.05
1004,832,17.33
1033,849,2.08
1110,830,10.97
1072,817,6.1
1000,807,16.0
1073,4,16.54
1052,20,7.25
1027,822,18.71
1088,20,7.02
1037,20,7.08
1017,9,26.98
1075,1,19.48
1000,817,8.74
1064,9,25.42
1041,807,16.61
997,1,15.34
1034,822,21.63
1055,4,17.03
1002,20,14.45
1020,9,25.72
1101,825,14.73
999,4,16.45
1020,1,13.23
1006,830,18.05
1040,815,16.99
1092,844,9.89
1002,1,14.16
1028,822,14.71
1091,1,14.41
1012,826,17.67
1015,154,18.56
1060,817,4.43
1073,844,10.81
1108,815,14.01
1019,832,19.71
1072,822,17.42
1105,825,16.53
1023,807,14.53
1057,1,15.33
1028,817,5.42
1036,8,2.3
1024,840,12.92
1031,825,17.72
1017,817,5.01
1098,822,24.44
1052,20,2.84
1092,839,16.11
1028,822,14.71
1023,825,17.02
1102,815,15.48
1002,815,11.85
1041,154,13.63
997,840,15.73
1061,854,18.98
1095,846,6.74
999,4,17.54
1016,20,6.57
1069,840,15.5
1000,4,19.2
1110,844,9.38
1043,815,13.57
1109,815,12.37
1063,8,4.39
1012,830,14.73
1092,822,19.54
1088,1,16.26
1087,20,6.07
1086,4,15.75
1063,1,14.39
1004,839,16.99
1082,839,15.0
1086,815,14.07
1075,4,11.87
1015,815,12.55
1110,817,5.25
1108,839,18.7
1063,822,21.98
